age,overall,potential,age_potential_gap,is_at_peak,pace,shooting,passing,dribbling,defending,physic,position_group_GK,position_group_DEF,position_group_MID,position_group_ATT,log_value,short_name,market_value_eur,value_per_rating
34,67,67,0,1,43.0,32.0,53.0,53.0,71.0,70.0,0,1,0,0,12.691583538230217,C. Osmanpaşa,325000.0,4779.411764705882
19,55,73,18,0,75.0,45.0,47.0,65.0,42.0,41.0,0,0,1,0,12.691583538230217,C. Osorio,325000.0,5803.571428571428
25,67,72,5,0,63.0,31.0,47.0,52.0,66.0,69.0,0,1,0,0,14.077875591662238,C. Osorio,1300000.0,19117.647058823528
24,57,62,5,0,51.0,50.0,58.0,59.0,54.0,55.0,0,0,1,0,12.429220196836383,C. Owens,250000.0,4310.3448275862065
28,66,66,0,1,85.0,60.0,60.0,65.0,59.0,68.0,0,0,1,0,13.652992804936396,C. Pain,850000.0,12686.567164179105
20,66,83,17,0,76.0,66.0,62.0,70.0,46.0,57.0,0,0,1,0,14.603968372873895,C. Palmer,2200000.0,32835.82089552239
22,65,71,6,0,70.0,34.0,52.0,59.0,60.0,67.0,0,1,0,0,13.910821646859095,C. Panico,1100000.0,16666.666666666668
18,60,69,9,0,68.0,51.0,53.0,64.0,28.0,43.0,0,0,1,0,13.171155446333852,C. Paraco,525000.0,8606.557377049181
24,68,71,3,0,68.0,63.0,64.0,64.0,65.0,69.0,0,0,1,0,14.220976332738882,C. Paredes,1500000.0,21739.130434782608
21,57,68,11,0,83.0,51.0,55.0,58.0,43.0,44.0,0,0,0,1,12.834683971615659,C. Parsons,375000.0,6465.517241379311
21,66,76,10,0,63.0,31.0,55.0,56.0,66.0,64.0,0,1,0,0,14.403297778421795,C. Pastina,1800000.0,26865.671641791047
27,64,64,0,1,63.0,63.0,57.0,60.0,55.0,81.0,0,0,0,1,13.345508528717259,C. Paterson,625000.0,9615.384615384615
18,65,84,19,0,64.0,47.0,64.0,67.0,60.0,59.0,0,0,1,0,14.403297778421795,C. Patino,1800000.0,27272.727272727272
40,73,73,0,1,52.0,65.0,68.0,61.0,70.0,75.0,0,0,1,0,13.73755009757506,C. Pellerano,925000.0,12500.0
19,60,68,8,0,67.0,58.0,59.0,61.0,44.0,57.0,0,0,1,0,13.171155446333852,C. Penayo,525000.0,8606.557377049181
31,68,68,0,1,74.0,66.0,65.0,68.0,28.0,62.0,0,0,1,0,13.815511557963774,C. Penilla,1000000.0,14492.753623188406
21,69,79,10,0,90.0,62.0,64.0,71.0,34.0,56.0,0,0,0,1,14.946912992035967,C. Petrila,3100000.0,44285.71428571428
19,56,73,17,0,57.0,44.0,60.0,58.0,41.0,52.0,0,0,1,0,12.834683971615659,C. Peupion,375000.0,6578.9473684210525
29,71,71,0,1,71.0,44.0,64.0,69.0,72.0,72.0,0,1,0,0,14.285514812209815,C. Piccini,1600000.0,22222.222222222223
25,70,76,6,0,66.0,56.0,65.0,67.0,65.0,80.0,0,0,1,0,14.603968372873895,C. Pickel,2200000.0,30985.915492957745
30,64,64,0,1,39.0,29.0,41.0,45.0,61.0,83.0,0,1,0,0,13.07107218827772,C. Piergianni,475000.0,7307.692307692308
32,73,73,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.220976332738882,C. Pinsoglio,1500000.0,20270.27027027027
20,56,66,10,0,73.0,47.0,52.0,59.0,40.0,56.0,0,0,0,1,12.691583538230217,C. Popescu,325000.0,5701.754385964912
20,50,62,12,0,47.0,42.0,50.0,46.0,44.0,48.0,0,1,0,0,11.608244735642321,C. Porter,110000.0,2156.8627450980393
24,68,72,4,0,81.0,47.0,57.0,65.0,62.0,68.0,0,1,0,0,14.285514812209815,C. Pring,1600000.0,23188.405797101448
33,66,66,0,1,42.0,40.0,50.0,49.0,63.0,80.0,0,1,0,0,12.899222326086994,C. Psyché,400000.0,5970.149253731343
23,69,74,5,0,75.0,66.0,69.0,70.0,67.0,73.0,0,0,1,0,14.557448378884015,C. Puertas,2100000.0,30000.0
23,82,88,6,0,87.0,71.0,73.0,86.0,37.0,58.0,0,0,0,1,17.370858648025116,C. Pulisic,35000000.0,421686.7469879518
18,54,66,12,0,68.0,40.0,44.0,53.0,49.0,51.0,0,1,0,0,12.388398368982115,C. Pye,240000.0,4363.636363636364
27,63,64,1,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.899222326086994,C. Pym,400000.0,6250.0
19,58,71,13,0,66.0,47.0,53.0,60.0,44.0,50.0,0,0,1,0,13.07107218827772,C. Pérez,475000.0,8050.847457627118
34,72,72,0,1,48.0,37.0,48.0,49.0,72.0,78.0,0,1,0,0,13.527829818844937,C. Quintana,750000.0,10273.972602739726
20,59,71,12,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.07107218827772,C. Raatsie,475000.0,7916.666666666667
29,65,65,0,1,59.0,32.0,44.0,48.0,63.0,78.0,0,1,0,0,13.304686600863562,C. Raglan,600000.0,9090.90909090909
31,67,67,0,1,61.0,68.0,52.0,67.0,30.0,70.0,0,0,0,1,13.652992804936396,C. Ramirez,850000.0,12500.0
33,66,66,0,1,54.0,46.0,50.0,52.0,66.0,71.0,0,1,0,0,12.899222326086994,C. Ramos,400000.0,5970.149253731343
18,64,81,17,0,78.0,43.0,60.0,66.0,56.0,66.0,0,1,0,0,14.151983508870947,C. Ramsay,1400000.0,21538.46153846154
26,64,65,1,0,66.0,48.0,59.0,61.0,61.0,65.0,0,1,0,0,13.345508528717259,C. Randall,625000.0,9615.384615384615
19,62,77,15,0,69.0,63.0,53.0,63.0,21.0,58.0,0,0,0,1,13.76421831620775,C. Rasmussen,950000.0,15079.36507936508
19,59,70,11,0,53.0,23.0,48.0,40.0,61.0,53.0,0,1,0,0,13.017005083966255,C. Ravych,450000.0,7500.0
24,66,68,2,0,41.0,29.0,54.0,40.0,66.0,76.0,0,1,0,0,13.790193775620484,C. Reiner,975000.0,14552.23880597015
19,61,78,17,0,54.0,32.0,53.0,49.0,60.0,59.0,0,1,0,0,13.592368256649284,C. Riad,800000.0,12903.225806451614
33,68,68,0,1,68.0,66.0,63.0,68.0,22.0,68.0,0,0,0,1,13.560619598657233,C. Riaño,775000.0,11231.884057971014
25,66,70,4,0,63.0,61.0,61.0,69.0,62.0,58.0,0,0,1,0,13.997832948091215,C. Ribera,1200000.0,17910.44776119403
22,74,82,8,0,73.0,27.0,58.0,55.0,74.0,72.0,0,1,0,0,16.012735246411598,C. Richards,9000000.0,120000.0
18,64,77,13,0,55.0,26.0,43.0,50.0,66.0,63.0,0,1,0,0,14.077875591662238,C. Riedel,1300000.0,20000.0
35,70,70,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.100717685412471,C. Rigamonti,180000.0,2535.211267605634
29,65,66,1,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.217675375388819,C. Ripley,550000.0,8333.333333333334
18,60,78,18,0,74.0,26.0,42.0,59.0,57.0,60.0,0,1,0,0,13.304686600863562,C. Riquelme,600000.0,9836.065573770491
33,69,69,0,1,72.0,61.0,67.0,71.0,57.0,59.0,0,0,1,0,13.681980308196241,C. Rius,875000.0,12500.0
28,64,64,0,1,79.0,62.0,60.0,62.0,25.0,74.0,0,0,1,0,13.304686600863562,C. Rivas,600000.0,9230.76923076923
29,67,67,0,1,55.0,33.0,50.0,61.0,66.0,71.0,0,1,0,0,13.652992804936396,C. Rivero,850000.0,12500.0
39,68,68,0,1,33.0,59.0,65.0,64.0,67.0,66.0,0,0,1,0,12.834683971615659,C. Riveros,375000.0,5434.782608695652
23,62,69,7,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.42246945133505,C. Riveros,675000.0,10714.285714285714
30,68,68,0,1,75.0,48.0,61.0,68.0,59.0,73.0,0,1,0,0,13.815511557963774,C. Rizzuto,1000000.0,14492.753623188406
16,49,63,14,0,64.0,41.0,50.0,54.0,34.0,48.0,0,0,1,0,11.608244735642321,C. Roberts,110000.0,2200.0
25,62,63,1,0,69.0,61.0,57.0,64.0,28.0,40.0,0,0,1,0,13.07107218827772,C. Roberts,475000.0,7539.68253968254
26,74,75,1,0,78.0,54.0,66.0,69.0,68.0,73.0,0,1,0,0,15.319588176962746,C. Roberts,4500000.0,60000.0
28,65,66,1,0,57.0,30.0,52.0,57.0,65.0,71.0,0,1,0,0,13.42246945133505,C. Robertson,675000.0,10227.272727272728
27,71,71,0,1,79.0,70.0,65.0,74.0,32.0,62.0,0,0,0,1,14.508658238524095,C. Robinson,2000000.0,27777.777777777777
30,68,68,0,1,52.0,48.0,60.0,57.0,64.0,74.0,0,0,1,0,13.815511557963774,C. Robles,1000000.0,14492.753623188406
25,63,68,5,0,71.0,39.0,54.0,58.0,60.0,73.0,0,1,0,0,13.384729180332174,C. Roca,650000.0,10156.25
24,66,70,4,0,78.0,55.0,58.0,65.0,60.0,67.0,0,1,0,0,13.910821646859095,C. Rocchia,1100000.0,16417.910447761195
25,76,79,3,0,77.0,67.0,73.0,78.0,66.0,67.0,0,0,1,0,13.73755009757506,C. Rodríguez,925000.0,12012.987012987012
27,67,67,0,1,73.0,41.0,61.0,66.0,63.0,70.0,0,1,0,0,13.790193775620484,C. Rodríguez,975000.0,14338.235294117647
32,70,70,0,1,57.0,38.0,46.0,50.0,71.0,77.0,0,1,0,0,13.815511557963774,C. Rodríguez,1000000.0,14084.507042253521
18,64,74,10,0,75.0,43.0,47.0,58.0,63.0,61.0,0,1,0,0,13.997832948091215,C. Rojas,1200000.0,18461.53846153846
27,75,75,0,1,75.0,68.0,72.0,74.0,70.0,81.0,0,0,1,0,15.607270193858982,C. Roldan,6000000.0,78947.36842105263
30,70,70,0,1,54.0,32.0,40.0,47.0,71.0,74.0,0,1,0,0,14.077875591662238,C. Rolón,1300000.0,18309.859154929578
24,83,88,5,0,73.0,46.0,59.0,66.0,85.0,81.0,0,1,0,0,17.370858648025116,C. Romero,35000000.0,416666.6666666667
24,67,71,4,0,66.0,65.0,69.0,70.0,54.0,46.0,0,0,1,0,14.220976332738882,C. Ronan,1500000.0,22058.823529411766
17,50,62,12,0,69.0,43.0,49.0,53.0,41.0,52.0,0,0,1,0,11.608244735642321,C. Rooney,110000.0,2156.8627450980393
26,57,60,3,0,46.0,31.0,38.0,39.0,57.0,70.0,0,1,0,0,12.154784614286667,C. Rowe,190000.0,3275.862068965517
20,65,77,12,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.220976332738882,C. Rushworth,1500000.0,22727.272727272728
32,66,66,0,1,73.0,49.0,58.0,58.0,60.0,71.0,0,1,0,0,13.304686600863562,C. Râpă,600000.0,8955.223880597016
22,60,69,9,0,65.0,30.0,40.0,51.0,60.0,63.0,0,1,0,0,13.171155446333852,C. Rösler,525000.0,8606.557377049181
23,65,72,7,0,82.0,56.0,58.0,68.0,18.0,41.0,0,0,1,0,14.151983508870947,C. Sabaly,1400000.0,21212.121212121212
18,64,80,16,0,69.0,62.0,62.0,68.0,37.0,60.0,0,0,1,0,14.220976332738882,C. Sandra,1500000.0,23076.923076923078
33,71,71,0,1,70.0,69.0,60.0,67.0,40.0,82.0,0,0,0,1,13.997832948091215,C. Sapong,1200000.0,16666.666666666668
19,61,78,17,0,58.0,44.0,62.0,59.0,56.0,58.0,0,0,1,0,13.592368256649284,C. Savage,800000.0,12903.225806451614
20,62,72,10,0,75.0,60.0,48.0,59.0,22.0,70.0,0,0,0,1,13.681980308196241,C. Saydee,875000.0,13888.888888888889
22,61,70,9,0,65.0,61.0,47.0,53.0,25.0,68.0,0,0,0,1,13.527829818844937,C. Schepp,750000.0,12096.774193548386
21,62,69,7,0,68.0,61.0,60.0,61.0,29.0,56.0,0,0,1,0,13.592368256649284,C. Schiavone,800000.0,12698.412698412698
32,72,72,0,1,60.0,33.0,55.0,56.0,74.0,73.0,0,1,0,0,14.220976332738882,C. Schindler,1500000.0,20547.945205479453
20,52,61,9,0,50.0,54.0,37.0,45.0,24.0,58.0,0,0,0,1,12.100717685412471,C. Schmidt,180000.0,3396.2264150943397
20,65,77,12,0,77.0,63.0,57.0,70.0,26.0,50.0,0,0,1,0,14.346139397261565,C. Scott,1700000.0,25757.575757575756
22,59,66,7,0,75.0,48.0,52.0,60.0,52.0,56.0,0,1,0,0,12.959846800844963,C. Seaman,425000.0,7083.333333333333
25,61,63,2,0,90.0,53.0,52.0,63.0,34.0,47.0,0,0,0,1,12.899222326086994,C. Senior,400000.0,6451.612903225807
22,66,71,5,0,70.0,38.0,59.0,63.0,63.0,68.0,0,1,0,0,13.997832948091215,C. Sertel,1200000.0,17910.44776119403
26,64,66,2,0,55.0,50.0,57.0,59.0,63.0,72.0,0,1,0,0,13.384729180332174,C. Shaughnessy,650000.0,10000.0
24,61,65,4,0,76.0,58.0,56.0,63.0,38.0,63.0,0,0,0,1,13.07107218827772,C. Shields,475000.0,7661.290322580645
27,65,65,0,1,80.0,59.0,62.0,66.0,58.0,60.0,0,0,1,0,13.527829818844937,C. Sibbald,750000.0,11363.636363636364
18,59,76,17,0,63.0,32.0,48.0,54.0,58.0,62.0,0,1,0,0,13.217675375388819,C. Sichenje,550000.0,9166.666666666666
24,64,68,4,0,65.0,47.0,57.0,60.0,60.0,68.0,0,0,1,0,13.560619598657233,C. Sickinger,775000.0,11923.076923076924
31,73,73,0,1,61.0,77.0,72.0,71.0,63.0,79.0,0,0,1,0,14.731801689838349,C. Sierra,2500000.0,33783.78378378379
25,61,66,5,0,70.0,26.0,41.0,49.0,59.0,74.0,0,1,0,0,12.959846800844963,C. Singh,425000.0,6854.8387096774195
36,63,63,0,1,35.0,52.0,59.0,57.0,62.0,68.0,0,0,1,0,11.407576060361786,C. Skuse,90000.0,1406.25
23,65,72,7,0,68.0,58.0,59.0,64.0,60.0,72.0,0,0,1,0,14.077875591662238,C. Slattery,1300000.0,19696.969696969696
19,52,69,17,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.100717685412471,C. Slicker,180000.0,3396.2264150943397
32,82,82,0,1,62.0,47.0,58.0,62.0,85.0,82.0,0,1,0,0,16.811242881518265,C. Smalling,20000000.0,240963.85542168675
18,55,73,18,0,71.0,37.0,45.0,50.0,51.0,55.0,0,1,0,0,12.611541086966115,C. Smith,300000.0,5357.142857142857
20,61,77,16,0,65.0,56.0,62.0,62.0,38.0,44.0,0,0,1,0,13.652992804936396,C. Smith,850000.0,13709.677419354839
30,65,65,0,1,75.0,35.0,42.0,41.0,64.0,70.0,0,1,0,0,13.26212705890841,C. Sobedra,575000.0,8712.121212121212
30,66,66,0,1,67.0,68.0,57.0,63.0,26.0,69.0,0,0,0,1,13.652992804936396,C. Sortomayrés,850000.0,12686.567164179105
26,68,68,0,1,71.0,65.0,64.0,71.0,50.0,56.0,0,0,1,0,14.077875591662238,C. Sosa,1300000.0,18840.579710144928
29,68,68,0,1,70.0,67.0,63.0,70.0,34.0,72.0,0,0,1,0,13.997832948091215,C. Soukou,1200000.0,17391.304347826088
26,63,67,4,0,71.0,27.0,44.0,42.0,64.0,66.0,0,1,0,0,13.73755009757506,C. Spandler,925000.0,14453.125
25,70,74,4,0,67.0,68.0,57.0,69.0,26.0,63.0,0,0,0,1,14.603968372873895,C. Spinelli,2200000.0,30985.915492957745
29,74,74,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.88022163978423,C. Stanković,2900000.0,38666.666666666664
27,73,75,2,0,73.0,31.0,53.0,68.0,73.0,76.0,0,1,0,0,14.978661680269907,C. Starfelt,3200000.0,43243.24324324324
21,62,73,11,0,65.0,43.0,54.0,54.0,61.0,64.0,0,1,0,0,13.623139877437296,C. Staring,825000.0,13095.238095238095
23,71,77,6,0,74.0,65.0,70.0,73.0,33.0,56.0,0,0,1,0,14.914123179965662,C. Stengs,3000000.0,41666.666666666664
28,66,66,0,1,68.0,67.0,52.0,63.0,33.0,79.0,0,0,0,1,13.681980308196241,C. Stockton,875000.0,13059.701492537313
31,62,62,0,1,46.0,36.0,53.0,52.0,62.0,67.0,0,1,0,0,12.524530013005734,C. Stokes,275000.0,4365.079365079365
32,64,64,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.611541086966115,C. Straton,300000.0,4615.384615384615
35,77,77,0,1,67.0,79.0,69.0,70.0,48.0,84.0,0,0,0,1,15.319588176962746,C. Stuani,4500000.0,57692.307692307695
22,71,76,5,0,70.0,62.0,64.0,71.0,64.0,65.0,0,1,0,0,14.80876270134486,C. Styles,2700000.0,37500.0
20,71,82,11,0,89.0,66.0,61.0,75.0,29.0,51.0,0,0,1,0,15.226497775576945,C. Summerville,4100000.0,56944.444444444445
30,66,66,0,1,67.0,60.0,57.0,66.0,63.0,67.0,0,0,1,0,13.493928313146206,C. Suárez,725000.0,10820.89552238806
19,50,67,17,0,65.0,38.0,50.0,51.0,42.0,51.0,0,0,1,0,11.695255355062795,C. Sykes,120000.0,2352.9411764705883
18,52,66,14,0,67.0,50.0,44.0,53.0,22.0,46.0,0,0,0,1,12.154784614286667,C. Sze,190000.0,3584.9056603773583
22,65,75,10,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.151983508870947,C. Sánchez,1400000.0,21212.121212121212
29,70,70,0,1,81.0,60.0,70.0,69.0,60.0,72.0,0,1,0,0,14.151983508870947,C. Sørensen,1400000.0,19718.309859154928
38,68,68,0,1,43.0,66.0,65.0,58.0,67.0,78.0,0,1,0,0,12.301387370778713,C. Săpunaru,220000.0,3188.4057971014495
21,61,69,8,0,80.0,41.0,53.0,60.0,55.0,65.0,0,1,0,0,13.45883704259595,C. Talbot,700000.0,11290.322580645161
21,59,71,12,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.07107218827772,C. Talichmanidis,475000.0,7916.666666666667
20,60,69,9,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.07107218827772,C. Tapia,475000.0,7786.88524590164
31,73,73,0,1,82.0,72.0,54.0,70.0,43.0,78.0,0,0,0,1,14.77102238760702,C. Tarragona,2600000.0,35135.13513513513
22,57,66,9,0,69.0,53.0,58.0,64.0,25.0,47.0,0,0,0,1,12.834683971615659,C. Tavernelli,375000.0,6465.517241379311
20,64,74,10,0,59.0,29.0,45.0,46.0,64.0,72.0,0,1,0,0,13.997832948091215,C. Taylor,1200000.0,18461.53846153846
19,64,77,13,0,57.0,35.0,41.0,44.0,66.0,65.0,0,1,0,0,14.077875591662238,C. Taylor,1300000.0,20000.0
28,74,74,0,1,68.0,52.0,69.0,71.0,73.0,77.0,0,1,0,0,15.150511887854474,C. Taylor,3800000.0,50666.666666666664
30,68,68,0,1,76.0,66.0,64.0,70.0,39.0,46.0,0,0,1,0,13.997832948091215,C. Techera,1200000.0,17391.304347826088
32,63,63,0,1,68.0,44.0,60.0,63.0,58.0,61.0,0,1,0,0,12.691583538230217,C. Telo,325000.0,5078.125
22,68,78,10,0,83.0,67.0,59.0,67.0,31.0,63.0,0,0,0,1,14.80876270134486,C. Tengstedt,2700000.0,39130.434782608696
19,63,75,12,0,72.0,58.0,57.0,64.0,26.0,52.0,0,0,1,0,13.910821646859095,C. Terho,1100000.0,17187.5
21,63,75,12,0,65.0,31.0,41.0,48.0,63.0,69.0,0,1,0,0,13.910821646859095,C. Terán,1100000.0,17187.5
25,69,71,2,0,73.0,67.0,58.0,72.0,35.0,64.0,0,0,0,1,14.403297778421795,C. Teuchert,1800000.0,25714.285714285714
22,59,63,4,0,78.0,53.0,49.0,63.0,26.0,38.0,0,0,1,0,12.691583538230217,C. Theoharous,325000.0,5416.666666666667
20,56,65,9,0,72.0,45.0,44.0,58.0,51.0,54.0,0,1,0,0,12.611541086966115,C. Thiam,300000.0,5263.1578947368425
18,58,74,16,0,64.0,30.0,39.0,39.0,56.0,67.0,0,1,0,0,13.07107218827772,C. Thiam,475000.0,8050.847457627118
28,63,63,0,1,67.0,57.0,59.0,61.0,60.0,71.0,0,0,1,0,12.959846800844963,C. Thomas,425000.0,6640.625
28,65,65,0,1,74.0,59.0,62.0,66.0,65.0,75.0,0,0,1,0,13.493928313146206,C. Thompson,725000.0,10984.848484848484
30,67,67,0,1,61.0,33.0,41.0,51.0,66.0,75.0,0,1,0,0,13.623139877437296,C. Tilt,825000.0,12132.35294117647
22,61,68,7,0,70.0,59.0,58.0,59.0,56.0,69.0,0,0,1,0,13.42246945133505,C. Timmins,675000.0,10887.09677419355
26,66,68,2,0,81.0,58.0,61.0,66.0,62.0,58.0,0,1,0,0,13.790193775620484,C. Tizón,975000.0,14552.23880597015
24,72,77,5,0,65.0,47.0,64.0,74.0,70.0,75.0,0,0,1,0,14.978661680269907,C. Tiéhi,3200000.0,43835.61643835616
27,80,80,0,1,69.0,78.0,77.0,79.0,77.0,76.0,0,0,1,0,16.929025911619092,C. Tolisso,22500000.0,277777.77777777775
24,61,67,6,0,66.0,63.0,40.0,60.0,18.0,64.0,0,0,0,1,13.171155446333852,C. Tommasini,525000.0,8467.741935483871
29,65,65,0,1,59.0,50.0,61.0,62.0,65.0,69.0,0,0,1,0,13.304686600863562,C. Torrejón,600000.0,9090.90909090909
18,53,71,18,0,64.0,54.0,45.0,56.0,23.0,46.0,0,0,0,1,12.388398368982115,C. Torres,240000.0,4444.444444444444
34,69,69,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.388398368982115,C. Toselli,240000.0,3428.5714285714284
31,73,73,0,1,59.0,75.0,65.0,71.0,36.0,68.0,0,0,0,1,14.77102238760702,C. Tosun,2600000.0,35135.13513513513
27,55,57,2,0,33.0,21.0,32.0,34.0,56.0,63.0,0,1,0,0,11.775297421715827,C. Tourish,130000.0,2321.4285714285716
29,71,71,0,1,68.0,46.0,64.0,67.0,68.0,69.0,0,1,0,0,14.285514812209815,C. Townsend,1600000.0,22222.222222222223
30,68,68,0,1,68.0,33.0,54.0,64.0,69.0,75.0,0,1,0,0,13.815511557963774,C. Traoré,1000000.0,14492.753623188406
27,67,68,1,0,75.0,45.0,58.0,67.0,64.0,69.0,0,1,0,0,13.910821646859095,C. Traoré,1100000.0,16176.470588235294
35,78,78,0,1,72.0,65.0,74.0,68.0,75.0,80.0,0,1,0,0,15.274125813221904,C. Trimmel,4300000.0,54430.379746835446
26,65,69,4,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.560619598657233,C. Trueman,775000.0,11742.424242424242
23,68,75,7,0,71.0,60.0,63.0,65.0,58.0,54.0,0,0,1,0,14.690979711984754,C. Trujillo,2400000.0,34782.608695652176
22,62,68,6,0,67.0,57.0,57.0,66.0,26.0,50.0,0,0,1,0,13.384729180332174,C. Tucaliuc,650000.0,10317.460317460318
20,56,65,9,0,68.0,38.0,47.0,55.0,54.0,66.0,0,0,1,0,12.611541086966115,C. Turner,300000.0,5263.1578947368425
19,62,69,7,0,60.0,47.0,60.0,63.0,59.0,64.0,0,0,1,0,13.560619598657233,C. Twigt,775000.0,12301.587301587302
20,54,70,16,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.429220196836383,C. Tyler,250000.0,4545.454545454545
20,72,80,8,0,82.0,69.0,63.0,74.0,35.0,63.0,0,0,0,1,15.424948670398354,C. Tzolis,5000000.0,68493.1506849315
20,63,73,10,0,58.0,44.0,58.0,67.0,60.0,57.0,0,0,1,0,13.815511557963774,C. Türkmen,1000000.0,15625.0
36,76,76,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.623139877437296,C. Tătărușanu,825000.0,10714.285714285714
37,68,68,0,1,72.0,71.0,58.0,65.0,42.0,59.0,0,0,0,1,12.899222326086994,C. Valencia,400000.0,5797.101449275362
29,66,66,0,1,68.0,58.0,70.0,69.0,23.0,39.0,0,0,1,0,13.652992804936396,C. Valenzuela,850000.0,12686.567164179105
23,68,76,8,0,62.0,54.0,61.0,68.0,62.0,73.0,0,0,1,0,14.731801689838349,C. Vanhoutte,2500000.0,36231.884057971016
22,68,74,6,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.285514812209815,C. Varela,1600000.0,23188.405797101448
28,71,71,0,1,68.0,61.0,66.0,65.0,68.0,72.0,0,0,1,0,14.285514812209815,C. Vega,1600000.0,22222.222222222223
33,81,81,0,1,77.0,79.0,76.0,83.0,30.0,64.0,0,0,0,1,16.588099342704055,C. Vela,16000000.0,195121.9512195122
34,62,62,0,1,65.0,59.0,61.0,66.0,29.0,49.0,0,0,1,0,12.154784614286667,C. Vendoval,190000.0,3015.873015873016
25,67,70,3,0,65.0,58.0,67.0,66.0,64.0,64.0,0,1,0,0,13.997832948091215,C. Verdonk,1200000.0,17647.058823529413
25,63,64,1,0,91.0,58.0,55.0,64.0,31.0,62.0,0,0,0,1,13.26212705890841,C. Vernam,575000.0,8984.375
22,69,75,6,0,54.0,35.0,46.0,57.0,70.0,68.0,0,1,0,0,14.508658238524095,C. Vidal,2000000.0,28571.428571428572
23,65,69,4,0,73.0,40.0,60.0,67.0,59.0,67.0,0,0,1,0,13.815511557963774,C. Viet,1000000.0,15151.515151515152
38,68,68,0,1,32.0,40.0,49.0,51.0,70.0,71.0,0,1,0,0,12.301387370778713,C. Vilches,220000.0,3188.4057971014495
33,63,63,0,1,81.0,62.0,56.0,61.0,31.0,64.0,0,0,0,1,12.611541086966115,C. Villagra,300000.0,4687.5
23,71,77,6,0,66.0,51.0,60.0,68.0,70.0,73.0,0,0,1,0,14.80876270134486,C. Villalba,2700000.0,37500.0
23,65,71,6,0,69.0,65.0,58.0,67.0,39.0,62.0,0,0,1,0,13.910821646859095,C. Villanueva,1100000.0,16666.666666666668
29,65,65,0,1,66.0,50.0,65.0,66.0,57.0,64.0,0,0,1,0,13.45883704259595,C. Vincent,700000.0,10606.060606060606
26,62,64,2,0,66.0,44.0,60.0,65.0,55.0,62.0,0,0,1,0,13.122365377402328,C. Vindehall,500000.0,7936.507936507936
18,66,84,18,0,67.0,62.0,64.0,68.0,39.0,58.0,0,0,1,0,14.603968372873895,C. Volpato,2200000.0,32835.82089552239
29,66,66,0,1,64.0,65.0,60.0,60.0,63.0,68.0,0,0,1,0,13.493928313146206,C. Vélez,725000.0,10820.89552238806
19,54,69,15,0,51.0,54.0,42.0,52.0,18.0,50.0,0,0,0,1,12.429220196836383,C. Wagner,250000.0,4545.454545454545
22,64,73,9,0,75.0,55.0,61.0,66.0,38.0,59.0,0,0,0,1,14.077875591662238,C. Wallem,1300000.0,20000.0
19,51,66,15,0,39.0,25.0,40.0,36.0,53.0,57.0,0,1,0,0,11.775297421715827,C. Walls,130000.0,2500.0
17,52,67,15,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.982935344196433,C. Walsh,160000.0,3018.867924528302
26,69,72,3,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.151983508870947,C. Walton,1400000.0,20000.0
34,63,63,0,1,57.0,61.0,61.0,65.0,61.0,70.0,0,0,1,0,12.301387370778713,C. Warner,220000.0,3437.5
30,65,65,0,1,75.0,65.0,57.0,65.0,34.0,72.0,0,0,0,1,13.45883704259595,C. Washington,700000.0,10606.060606060606
26,63,64,1,0,71.0,28.0,53.0,60.0,57.0,62.0,0,1,0,0,13.171155446333852,C. Waters,525000.0,8203.125
20,60,70,10,0,62.0,54.0,59.0,64.0,50.0,54.0,0,0,1,0,13.217675375388819,C. Watts,550000.0,9016.393442622952
24,62,70,8,0,63.0,29.0,48.0,53.0,61.0,70.0,0,1,0,0,13.623139877437296,C. Weberg,825000.0,13095.238095238095
18,58,80,22,0,66.0,54.0,59.0,65.0,47.0,50.0,0,0,1,0,13.384729180332174,C. Webster,650000.0,11016.949152542373
